"FDR","pow"
0,0.170731707317073
0.0317460317460317,0.185975609756098
0.0563380281690141,0.204268292682927
0.0888888888888889,0.25
0.144329896907216,0.253048780487805
0.180952380952381,0.26219512195122
0.253968253968254,0.286585365853659
0.288732394366197,0.307926829268293
0.347560975609756,0.326219512195122
0.390374331550802,0.347560975609756
0.438356164383562,0.375
0.482889733840304,0.414634146341463
0.584450402144772,0.472560975609756
0.618834080717489,0.518292682926829
0.664285714285714,0.573170731707317
0.725806451612903,0.673780487804878
0.786535303776683,0.792682926829268
0.822832189644417,0.865853658536585
0.829940119760479,0.865853658536585
0.83054892601432,0.865853658536585
0.83054892601432,0.865853658536585
0.83054892601432,0.865853658536585
